time,position_x,position_y,position_z,angle_x,angle_y,angle_z,pos_std
2026-05-19-13-53-07,1.090000,3.250000,0.700000,28.400000,5.700000,-5.900000,16.600000
2026-05-19-13-53-08,1.050000,3.360000,0.710000,28.400000,5.800000,-5.900000,17.000000
2026-05-19-13-53-08,1.000000,3.490000,0.740000,28.400000,5.700000,-6.100000,17.600000
2026-05-19-13-53-09,0.950000,3.640000,0.790000,28.500000,5.300000,-6.300000,18.200001
2026-05-19-13-53-09,0.910000,3.750000,0.840000,28.500000,5.300000,-6.400000,18.700001
2026-05-19-13-53-09,0.880000,3.830000,0.860000,28.500000,5.300000,-6.400000,19.000000
2026-05-19-13-53-09,0.830000,3.970000,0.910000,28.299999,5.600000,-6.200000,19.600000
2026-05-19-13-53-10,0.800000,4.090000,0.950000,28.299999,5.700000,-6.200000,20.100000
2026-05-19-13-53-10,0.760000,4.200000,1.000000,28.200001,5.700000,-6.200000,20.500000
2026-05-19-13-53-10,0.720000,4.350000,1.070000,28.500000,4.500000,-3.600000,21.000000
2026-05-19-13-53-11,0.620000,4.610000,1.180000,28.400000,4.400000,-3.700000,21.700001
2026-05-19-13-53-11,0.560000,4.790000,1.250000,28.299999,4.300000,-3.800000,22.200001
2026-05-19-13-53-11,0.520000,4.950000,1.320000,28.299999,3.900000,-4.000000,22.600000
2026-05-19-13-53-11,0.470000,5.180000,1.430000,28.299999,3.600000,-4.300000,23.200001
2026-05-19-13-53-12,0.420000,5.370000,1.530000,28.299999,3.900000,-4.100000,23.799999
2026-05-19-13-53-12,0.380000,5.550000,1.620000,28.299999,4.400000,-3.900000,24.200001
2026-05-19-13-53-12,0.330000,5.790000,1.720000,28.299999,4.900000,-3.700000,24.799999
2026-05-19-13-53-13,0.270000,6.070000,1.850000,28.299999,4.500000,-4.000000,25.600000
2026-05-19-13-53-13,0.230000,6.270000,1.960000,28.400000,4.300000,-4.200000,26.100000
2026-05-19-13-53-13,0.200000,6.430000,2.050000,28.400000,4.000000,-4.400000,26.500000
2026-05-19-13-53-14,0.150000,6.670000,2.170000,28.299999,4.100000,-4.400000,27.200001
2026-05-19-13-53-14,0.110000,6.870000,2.250000,28.200001,4.600000,-4.100000,27.799999
2026-05-19-13-53-14,0.070000,7.050000,2.340000,28.299999,5.100000,-3.900000,28.299999
2026-05-19-13-53-15,0.030000,7.280000,2.470000,28.600000,5.400000,-4.000000,28.900000
2026-05-19-13-53-15,-0.020000,7.550000,2.620000,28.500000,5.400000,-4.100000,29.700001
2026-05-19-13-53-15,-0.050000,7.690000,2.680000,28.500000,5.400000,-4.100000,30.100000
2026-05-19-13-53-15,-0.080000,7.850000,2.750000,28.400000,5.300000,-4.100000,30.500000
2026-05-19-13-53-15,-0.130000,8.040000,2.820000,28.299999,5.200000,-4.200000,31.100000
2026-05-19-13-53-16,-0.210000,8.370000,2.970000,28.400000,5.100000,-4.200000,32.000000
2026-05-19-13-53-16,-0.250000,8.550000,3.070000,28.500000,5.100000,-4.200000,32.599998
2026-05-19-13-53-17,-0.290000,8.770000,3.190000,28.500000,5.600000,-4.900000,33.299999
2026-05-19-13-53-17,-0.360000,9.080000,3.300000,28.299999,6.100000,-5.500000,34.099998
2026-05-19-13-53-17,-0.420000,9.320000,3.380000,28.299999,6.200000,-5.500000,34.700001
2026-05-19-13-53-18,-0.460000,9.500000,3.440000,28.200001,6.300000,-5.700000,35.200001
2026-05-19-13-53-18,-0.540000,9.760000,3.550000,28.299999,6.500000,-6.400000,36.000000
2026-05-19-13-53-18,-0.610000,9.960000,3.640000,28.299999,6.200000,-6.500000,36.599998
2026-05-19-13-53-18,-0.670000,10.140000,3.710000,28.400000,6.000000,-6.600000,37.200001
2026-05-19-13-53-19,-0.750000,10.370000,3.810000,28.299999,6.100000,-6.600000,37.900002
2026-05-19-13-53-19,-0.850000,10.650000,3.920000,28.299999,6.500000,-6.400000,38.799999
2026-05-19-13-53-19,-0.930000,10.850000,4.000000,28.299999,6.600000,-6.400000,39.400002
2026-05-19-13-53-20,-0.990000,11.010000,4.060000,28.299999,6.600000,-6.400000,40.000000
2026-05-19-13-53-20,-1.080000,11.250000,4.160000,28.200001,6.500000,-6.600000,40.700001
2026-05-19-13-53-20,-1.160000,11.440000,4.250000,28.200001,6.500000,-7.200000,41.400002
2026-05-19-13-53-20,-1.240000,11.610000,4.340000,28.400000,6.700000,-7.900000,42.000000
2026-05-19-13-53-21,-1.350000,11.810000,4.450000,28.400000,6.700000,-7.800000,42.799999
2026-05-19-13-53-21,-1.490000,12.070000,4.570000,28.100000,6.900000,-7.800000,43.700001
2026-05-19-13-53-21,-1.600000,12.280000,4.660000,28.100000,6.800000,-7.800000,44.500000
2026-05-19-13-53-22,-1.680000,12.430000,4.720000,28.100000,6.800000,-7.800000,45.000000
2026-05-19-13-53-22,-1.800000,12.650000,4.830000,28.200001,6.900000,-7.800000,45.900002
2026-05-19-13-53-22,-1.900000,12.840000,4.940000,28.299999,6.900000,-7.800000,46.599998
2026-05-19-13-53-23,-2.000000,13.010000,5.030000,28.400000,6.900000,-7.800000,47.200001
2026-05-19-13-53-23,-2.130000,13.230000,5.140000,28.299999,6.800000,-7.900000,48.099998
2026-05-19-13-53-23,-2.270000,13.480000,5.280000,28.200001,6.600000,-8.100000,49.099998
2026-05-19-13-53-24,-2.380000,13.690000,5.400000,28.299999,6.600000,-8.100000,49.799999
2026-05-19-13-53-24,-2.470000,13.840000,5.480000,28.299999,6.700000,-8.000000,50.400002
2026-05-19-13-53-24,-2.610000,14.090000,5.600000,28.200001,7.100000,-7.800000,51.400002
2026-05-19-13-53-25,-2.720000,14.290000,5.700000,28.200001,7.300000,-7.700000,52.099998
2026-05-19-13-53-25,-2.820000,14.470000,5.810000,28.200001,7.200000,-7.700000,52.799999
2026-05-19-13-53-25,-2.940000,14.690000,5.950000,28.400000,6.700000,-8.100000,53.700001
2026-05-19-13-53-26,-3.090000,14.950000,6.110000,28.299999,6.500000,-8.100000,54.799999
2026-05-19-13-53-26,-3.200000,15.150000,6.230000,28.200001,6.500000,-8.100000,55.599998
2026-05-19-13-53-26,-3.290000,15.310000,6.320000,28.100000,6.800000,-7.900000,56.200001
2026-05-19-13-53-26,-3.420000,15.540000,6.460000,28.100000,7.300000,-7.700000,57.099998
2026-05-19-13-53-27,-3.520000,15.730000,6.590000,28.200001,7.300000,-7.700000,57.900002
2026-05-19-13-53-27,-3.620000,15.900000,6.700000,28.200001,7.200000,-7.800000,58.599998
2026-05-19-13-53-27,-3.760000,16.129999,6.840000,28.299999,6.800000,-8.000000,59.599998
2026-05-19-13-53-28,-3.920000,16.400000,7.010000,28.299999,7.000000,-7.900000,60.700001
2026-05-19-13-53-28,-4.040000,16.610001,7.140000,28.200001,7.100000,-7.800000,61.599998
2026-05-19-13-53-28,-4.140000,16.760000,7.230000,28.200001,7.200000,-7.800000,62.200001
2026-05-19-13-53-28,-4.290000,17.010000,7.370000,28.100000,7.000000,-7.900000,63.200001
2026-05-19-13-53-29,-4.420000,17.209999,7.490000,28.100000,6.800000,-7.900000,64.099998
2026-05-19-13-53-29,-4.540000,17.400000,7.590000,28.200001,6.700000,-8.000000,64.800003
2026-05-19-13-53-29,-4.700000,17.629999,7.730000,28.400000,7.100000,-7.800000,65.800003
2026-05-19-13-53-30,-4.880000,17.900000,7.920000,28.400000,7.300000,-7.700000,67.000000
2026-05-19-13-53-30,-5.020000,18.110001,8.050000,28.400000,7.300000,-7.700000,67.900002
2026-05-19-13-53-30,-5.130000,18.270000,8.150000,28.299999,7.200000,-7.700000,68.599998
2026-05-19-13-53-31,-5.300000,18.530001,8.290000,28.100000,6.800000,-7.900000,69.599998
2026-05-19-13-53-31,-5.450000,18.750000,8.410000,28.100000,6.400000,-8.000000,70.500000
2026-05-19-13-53-31,-5.590000,18.940001,8.530000,28.200001,6.400000,-8.000000,71.300003
2026-05-19-13-53-32,-5.750000,19.180000,8.680000,28.400000,6.900000,-7.700000,72.400002
2026-05-19-13-53-32,-5.970000,19.480000,8.850000,28.299999,7.300000,-7.500000,73.599998
2026-05-19-13-53-32,-6.140000,19.700001,8.960000,28.299999,7.400000,-7.400000,74.599998
2026-05-19-13-53-32,-6.260000,19.870001,9.050000,28.299999,7.200000,-7.500000,75.300003
2026-05-19-13-53-33,-6.460000,20.120001,9.200000,28.200001,6.900000,-8.500000,76.400002
2026-05-19-13-53-33,-6.630000,20.320000,9.330000,28.100000,7.100000,-9.500000,77.300003
2026-05-19-13-53-33,-6.770000,20.500000,9.460000,28.100000,6.900000,-9.500000,78.199997
2026-05-19-13-53-34,-6.960000,20.719999,9.610000,28.100000,7.400000,-9.300000,79.300003
2026-05-19-13-53-34,-7.190000,21.010000,9.790000,28.000000,7.900000,-9.000000,80.699997
2026-05-19-13-53-34,-7.340000,21.200001,9.910000,28.100000,7.900000,-8.900000,81.599998
2026-05-19-13-53-34,-7.470000,21.340000,10.010000,28.100000,7.800000,-8.900000,82.300003
2026-05-19-13-53-35,-7.670000,21.559999,10.180000,28.100000,7.300000,-9.100000,83.500000
2026-05-19-13-53-35,-7.830000,21.750000,10.320000,28.200001,6.900000,-9.300000,84.500000
2026-05-19-13-53-35,-7.980000,21.920000,10.440000,28.200001,6.800000,-9.300000,85.400002
2026-05-19-13-53-36,-8.170000,22.139999,10.590000,28.200001,7.200000,-9.100000,86.500000
2026-05-19-13-53-36,-8.400000,22.420000,10.770000,28.100000,7.700000,-8.800000,87.900002
2026-05-19-13-53-36,-8.580000,22.620001,10.900000,28.100000,7.800000,-8.700000,89.000000
2026-05-19-13-53-37,-8.720000,22.770000,11.000000,28.100000,7.700000,-8.700000,89.800003
2026-05-19-13-53-37,-8.950000,22.990000,11.160000,28.200001,7.200000,-8.900000,91.000000
2026-05-19-13-53-37,-9.130000,23.170000,11.290000,28.299999,6.900000,-9.000000,92.000000
2026-05-19-13-53-38,-9.300000,23.350000,11.410000,28.299999,6.800000,-9.100000,93.000000
2026-05-19-13-53-38,-9.510000,23.570000,11.550000,28.200001,7.000000,-8.900000,94.199997
2026-05-19-13-53-38,-9.770000,23.840000,11.720000,28.100000,7.300000,-8.600000,95.699997
2026-05-19-13-53-38,-9.950000,24.049999,11.860000,28.100000,7.300000,-8.600000,96.800003
2026-05-19-13-53-39,-10.090000,24.190001,11.970000,28.200001,7.200000,-8.600000,97.599998
2026-05-19-13-53-39,-10.290000,24.430000,12.140000,28.299999,7.000000,-8.800000,98.900002
2026-05-19-13-53-39,-10.460000,24.639999,12.270000,28.200001,6.800000,-8.800000,100.000000
2026-05-19-13-53-40,-10.620000,24.830000,12.370000,28.100000,6.900000,-8.600000,101.000000
2026-05-19-13-53-40,-10.820000,25.070000,12.500000,28.000000,7.100000,-8.300000,102.300003
2026-05-19-13-53-40,-11.050000,25.330000,12.690000,28.400000,7.100000,-8.200000,103.800003
2026-05-19-13-53-41,-11.210000,25.530001,12.850000,28.400000,7.000000,-8.200000,105.000000
2026-05-19-13-53-41,-11.340000,25.680000,12.970000,28.600000,6.800000,-8.400000,105.900002
2026-05-19-13-53-41,-11.530000,25.930000,13.140000,28.400000,6.600000,-8.400000,107.300003
2026-05-19-13-53-41,-11.680000,26.139999,13.260000,28.200001,6.800000,-8.200000,108.400002
2026-05-19-13-53-42,-11.830000,26.340000,13.370000,28.100000,7.100000,-8.000000,109.400002
2026-05-19-13-53-42,-12.010000,26.580000,13.520000,28.100000,7.300000,-7.800000,110.699997
2026-05-19-13-53-43,-12.220000,26.860001,13.720000,28.299999,6.900000,-8.000000,112.300003
2026-05-19-13-53-43,-12.380000,27.059999,13.860000,28.299999,6.700000,-8.000000,113.500000
2026-05-19-13-53-43,-12.510000,27.219999,13.960000,28.400000,6.500000,-8.000000,114.400002
2026-05-19-13-53-43,-12.710000,27.480000,14.120000,28.299999,6.700000,-7.700000,115.800003
2026-05-19-13-53-44,-12.880000,27.690001,14.260000,28.299999,6.800000,-7.600000,117.099998
2026-05-19-13-53-44,-13.020000,28.010000,14.410000,28.299999,6.800000,-7.600000,118.199997
2026-05-19-13-53-44,-13.220000,28.520000,14.620000,28.299999,6.600000,-7.600000,119.599998
2026-05-19-13-53-45,-13.480000,29.139999,14.860000,28.299999,6.800000,-7.300000,121.300003
2026-05-19-13-53-45,-13.680000,29.590000,15.030000,28.299999,6.900000,-7.200000,122.500000
2026-05-19-13-53-45,-13.830000,29.930000,15.170000,28.400000,6.800000,-7.100000,123.500000
2026-05-19-13-53-45,-14.060000,30.450001,15.370000,28.400000,6.500000,-7.100000,125.000000
2026-05-19-13-53-46,-14.240000,30.860001,15.540000,28.400000,5.900000,-7.300000,126.199997
2026-05-19-13-53-46,-14.410000,31.270000,15.690000,28.299999,5.500000,-7.400000,127.400002
2026-05-19-13-53-46,-14.610000,31.770000,15.880000,28.299999,5.700000,-7.100000,128.800003
2026-05-19-13-53-47,-14.860000,32.380001,16.110001,28.500000,6.400000,-6.700000,130.600006
2026-05-19-13-53-47,-15.060000,32.840000,16.299999,28.500000,6.600000,-6.500000,132.000000
2026-05-19-13-53-47,-15.210000,33.180000,16.430000,28.500000,6.700000,-6.400000,133.000000
2026-05-19-13-53-48,-15.430000,33.689999,16.620001,28.500000,6.200000,-6.500000,134.600006
2026-05-19-13-53-48,-15.600000,34.110001,16.780001,28.600000,5.500000,-6.700000,135.800003
2026-05-19-13-53-48,-15.770000,34.509998,16.930000,28.600000,5.200000,-6.800000,137.100006
2026-05-19-13-53-49,-15.980000,35.000000,17.100000,28.500000,5.500000,-6.500000,138.600006
2026-05-19-13-53-49,-16.219999,35.610001,17.309999,28.500000,5.900000,-6.100000,140.399994
2026-05-19-13-53-49,-16.410000,36.070000,17.469999,28.400000,6.000000,-6.000000,141.800003
2026-05-19-13-53-49,-16.549999,36.430000,17.600000,28.400000,6.100000,-5.900000,142.899994
2026-05-19-13-53-50,-16.760000,36.970001,17.799999,28.600000,5.600000,-6.000000,144.500000
2026-05-19-13-53-50,-16.930000,37.410000,17.959999,28.700001,5.100000,-6.100000,145.899994
2026-05-19-13-53-50,-17.080000,37.830002,18.090000,28.700001,4.900000,-6.100000,147.100006
2026-05-19-13-53-51,-17.270000,38.360001,18.260000,28.700001,5.000000,-5.800000,148.699997
2026-05-19-13-53-51,-17.469999,38.990002,18.469999,28.600000,5.300000,-5.500000,150.600006
2026-05-19-13-53-51,-17.600000,39.430000,18.620001,28.700001,5.300000,-5.500000,151.899994
2026-05-19-13-53-51,-17.700001,39.779999,18.740000,28.700001,5.200000,-5.500000,153.000000
2026-05-19-13-53-52,-17.860001,40.340000,18.920000,28.600000,5.000000,-5.400000,154.800003
2026-05-19-13-53-52,-17.990000,40.779999,19.059999,28.600000,4.800000,-5.400000,156.199997
2026-05-19-13-53-52,-18.110001,41.189999,19.200001,28.600000,4.800000,-5.300000,157.500000
2026-05-19-13-53-53,-18.240000,41.700001,19.379999,28.700001,5.000000,-5.100000,159.100006
2026-05-19-13-53-53,-18.400000,42.320000,19.600000,29.100000,4.800000,-5.000000,161.199997
2026-05-19-13-53-53,-18.520000,42.740002,19.730000,29.100000,4.900000,-4.900000,162.699997
2026-05-19-13-53-54,-18.610001,43.070000,19.820000,29.000000,4.900000,-4.800000,163.899994
2026-05-19-13-53-54,-18.750000,43.580002,19.969999,29.299999,4.800000,-4.700000,165.600006
2026-05-19-13-53-54,-18.850000,44.020000,20.129999,29.200001,4.900000,-4.600000,167.000000
2026-05-19-13-53-54,-18.940001,44.459999,20.290001,29.100000,4.900000,-4.400000,168.500000
2026-05-19-13-53-55,-19.049999,45.000000,20.500000,29.100000,4.700000,-4.300000,170.199997
2026-05-19-13-53-55,-19.160000,45.660000,20.760000,29.000000,4.400000,-4.300000,172.300003
2026-05-19-13-53-55,-19.260000,46.139999,20.959999,29.000000,4.400000,-4.300000,173.800003
2026-05-19-13-53-56,-19.350000,46.470001,21.090000,29.000000,4.400000,-4.200000,175.000000
2026-05-19-13-53-56,-19.490000,47.009998,21.299999,29.000000,4.700000,-3.800000,176.899994
2026-05-19-13-53-56,-19.600000,47.450001,21.480000,28.900000,5.000000,-3.600000,178.399994
2026-05-19-13-53-57,-19.690001,47.860001,21.650000,28.900000,4.900000,-3.500000,179.800003
2026-05-19-13-53-57,-19.809999,48.389999,21.870001,28.799999,4.300000,-3.600000,181.600006
2026-05-19-13-53-57,-19.940001,49.029999,22.139999,28.900000,3.800000,-3.700000,183.800003
2026-05-19-13-53-58,-20.020000,49.490002,22.330000,28.900000,3.900000,-3.600000,185.399994
2026-05-19-13-53-58,-20.080000,49.860001,22.480000,28.900000,4.000000,-3.500000,186.600006
2026-05-19-13-53-58,-20.170000,50.439999,22.719999,28.799999,4.600000,-3.000000,188.600006
2026-05-19-13-53-58,-20.240000,50.919998,22.910000,28.700001,4.500000,-2.800000,190.199997
2026-05-19-13-53-59,-20.299999,51.360001,23.090000,28.600000,4.300000,-2.800000,191.699997
2026-05-19-13-53-59,-20.379999,51.910000,23.320000,28.700001,3.900000,-2.900000,193.500000
2026-05-19-13-54-00,-20.459999,52.570000,23.600000,28.700001,4.000000,-2.800000,195.800003
2026-05-19-13-54-00,-20.520000,53.090000,23.809999,28.700001,4.000000,-2.700000,197.600006
2026-05-19-13-54-00,-20.559999,53.470001,23.959999,28.700001,4.100000,-2.500000,198.800003
2026-05-19-13-54-00,-20.629999,54.099998,24.200001,28.700001,3.500000,-2.500000,200.899994
2026-05-19-13-54-01,-20.680000,54.619999,24.389999,28.700001,3.100000,-2.400000,202.500000
2026-05-19-13-54-01,-20.709999,55.080002,24.559999,28.700001,3.000000,-2.400000,204.000000
2026-05-19-13-54-01,-20.730000,55.680000,24.740000,28.700001,3.400000,-2.000000,206.000000
2026-05-19-13-54-02,-20.730000,56.410000,24.950001,28.700001,3.900000,-1.600000,208.300003
2026-05-19-13-54-02,-20.719999,56.939999,25.129999,28.700001,3.800000,-1.500000,210.000000
2026-05-19-13-54-02,-20.709999,57.360001,25.270000,28.900000,3.500000,-1.600000,211.399994
2026-05-19-13-54-02,-20.660000,57.980000,25.510000,29.000000,2.700000,-1.900000,213.500000
2026-05-19-13-54-03,-20.620001,58.500000,25.690001,28.799999,2.500000,-1.800000,215.199997
2026-05-19-13-54-03,-20.570000,58.990002,25.860001,28.700001,2.800000,-1.500000,216.800003
2026-05-19-13-54-03,-20.510000,59.599998,26.070000,28.600000,3.700000,-0.900000,218.800003
2026-05-19-13-54-04,-20.420000,60.330002,26.330000,28.799999,3.700000,-0.800000,221.300003
2026-05-19-13-54-04,-20.350000,60.849998,26.520000,28.799999,3.500000,-0.800000,223.100006
2026-05-19-13-54-04,-20.299999,61.270000,26.660000,29.000000,3.100000,-0.900000,224.500000
2026-05-19-13-54-05,-20.209999,61.900002,26.860001,29.000000,2.400000,-1.000000,226.699997
2026-05-19-13-54-05,-20.120001,62.419998,27.030001,29.100000,2.300000,-0.900000,228.500000
2026-05-19-13-54-05,-20.030001,62.910000,27.190001,29.100000,2.700000,-0.700000,230.199997
2026-05-19-13-54-06,-19.900000,63.509998,27.400000,29.000000,3.200000,-0.200000,232.399994
2026-05-19-13-54-06,-19.740000,64.250000,27.650000,28.799999,2.900000,-0.200000,235.000000
2026-05-19-13-54-06,-19.620001,64.779999,27.830000,28.799999,2.800000,-0.200000,236.800003
2026-05-19-13-54-06,-19.530001,65.180000,27.959999,28.799999,2.400000,-0.300000,238.199997
2026-05-19-13-54-07,-19.360001,65.830002,28.190001,28.900000,2.300000,-0.200000,240.500000
2026-05-19-13-54-07,-19.200001,66.360001,28.379999,29.000000,2.400000,0.000000,242.399994
2026-05-19-13-54-07,-19.049999,66.849998,28.559999,29.100000,2.600000,0.200000,244.100006
2026-05-19-13-54-08,-18.840000,67.470001,28.780001,29.100000,2.500000,0.300000,246.300003
2026-05-19-13-54-08,-18.580000,68.230003,29.030001,29.000000,2.400000,0.400000,248.899994
2026-05-19-13-54-08,-18.389999,68.790001,29.209999,28.900000,2.300000,0.500000,250.800003
2026-05-19-13-54-08,-18.230000,69.230003,29.360001,28.799999,2.300000,0.600000,252.399994
2026-05-19-13-54-09,-17.990000,69.889999,29.580000,28.799999,2.500000,0.800000,254.699997
2026-05-19-13-54-09,-17.780001,70.449997,29.770000,28.900000,2.500000,0.900000,256.700012
2026-05-19-13-54-09,-17.590000,70.970001,29.950001,28.900000,2.400000,1.000000,258.500000
2026-05-19-13-54-10,-17.360001,71.610001,30.180000,29.000000,2.400000,1.100000,260.700012
2026-05-19-13-54-10,-17.059999,72.379997,30.450001,29.000000,2.400000,1.300000,263.500000
2026-05-19-13-54-10,-16.840000,72.940002,30.660000,29.000000,2.300000,1.300000,265.500000
2026-05-19-13-54-10,-16.670000,73.389999,30.809999,28.900000,2.300000,1.400000,267.100006
2026-05-19-13-54-11,-16.420000,74.070000,31.040001,28.799999,2.300000,1.500000,269.500000
2026-05-19-13-54-11,-16.200001,74.639999,31.240000,28.799999,2.400000,1.700000,271.500000
2026-05-19-13-54-11,-16.000000,75.160004,31.430000,28.900000,2.400000,1.800000,273.399994
2026-05-19-13-54-12,-15.750000,75.809998,31.680000,28.900000,2.100000,1.900000,275.799988
2026-05-19-13-54-12,-15.450000,76.610001,31.980000,28.900000,2.100000,2.000000,278.600006
2026-05-19-13-54-12,-15.220000,77.209999,32.189999,28.900000,2.100000,2.100000,280.799988
2026-05-19-13-54-13,-15.050000,77.650002,32.349998,28.900000,2.200000,2.200000,282.399994
2026-05-19-13-54-13,-14.780000,78.360001,32.610001,28.900000,2.100000,2.300000,284.899994
2026-05-19-13-54-13,-14.570000,78.930000,32.810001,28.900000,2.000000,2.300000,287.000000
2026-05-19-13-54-14,-14.380000,79.459999,33.000000,28.900000,2.000000,2.400000,288.899994
2026-05-19-13-54-14,-14.140000,80.120003,33.230000,28.799999,2.200000,2.700000,291.299988
2026-05-19-13-54-14,-13.840000,80.930000,33.520000,28.900000,2.200000,2.800000,294.200012
2026-05-19-13-54-15,-13.630000,81.510002,33.730000,28.900000,2.100000,2.800000,296.299988
2026-05-19-13-54-15,-13.470000,81.959999,33.900002,28.900000,1.700000,2.700000,298.000000
2026-05-19-13-54-15,-13.220000,82.690002,34.169998,28.900000,1.500000,2.700000,300.700012
2026-05-19-13-54-15,-13.020000,83.279999,34.380001,28.799999,1.700000,3.000000,302.799988
2026-05-19-13-54-16,-12.830000,83.820000,34.570000,28.700001,2.000000,3.100000,304.799988
2026-05-19-13-54-16,-12.600000,84.500000,34.810001,28.900000,2.200000,3.300000,307.299988
2026-05-19-13-54-17,-12.340000,85.300003,35.110001,29.200001,1.800000,3.200000,310.399994
2026-05-19-13-54-17,-12.150000,85.870003,35.320000,29.200001,1.600000,3.200000,312.500000
2026-05-19-13-54-17,-12.010000,86.339996,35.490002,29.100000,1.400000,3.200000,314.200012
2026-05-19-13-54-17,-11.790000,87.059998,35.759998,28.900000,1.400000,3.400000,316.899994
2026-05-19-13-54-18,-11.610000,87.660004,35.980000,29.000000,1.400000,3.500000,319.100006
2026-05-19-13-54-18,-11.450000,88.199997,36.180000,29.100000,1.700000,3.700000,321.100006
2026-05-19-13-54-18,-11.250000,88.919998,36.439999,29.000000,1.900000,3.900000,323.700012
2026-05-19-13-54-19,-11.010000,89.769997,36.750000,28.900000,1.600000,3.900000,326.899994
